accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4455821.3,924,-55.683334,27.73,Argentina,lauber_88_soils,"Tropical humid forests, soil","tropical soil, soil",soil,Amplicon,,soil
mgm4455822.3,925,-120.05,34.683334,United States of America,lauber_88_soils,"soil, shrubland","soil, shrubland",soil,Amplicon,,soil
mgm4455823.3,926,-106.2,53.6,Canada,lauber_88_soils,"soil, forest","soil, forest soil",soil,Amplicon,,soil
mgm4455824.3,927,-71.23333,-12.65,Peru,lauber_88_soils,"Tropical humid forests, soil","tropical soil, soil",soil,Amplicon,,soil
mgm4455825.3,928,-155.7,20.08,United States of America,lauber_88_soils,"soil, Tropical and subtropical grasslands, savannas, and shrubland biome","soil, grassland soil",soil,Amplicon,,soil
mgm4455826.3,929,-79.96667,73.15,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-28-2008,sediment
mgm4455827.3,930,-79.98333,73.15,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-20-2008,sediment
mgm4455828.3,931,18.66667,68.35,Sweden,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-17-2008,sediment
mgm4455829.3,932,-136.15,67.08333,United States of America,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-13-2008,sediment
mgm4455830.3,933,-69.56667,62.65,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-15-2008,sediment
mgm4455831.3,934,-71.93333,61.63333,Finland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-17-2008,sediment
mgm4455832.3,935,-68.55,76.55,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,9-1-2008,sediment
mgm4455833.3,936,-149.71667,68.63333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-14-2007,sediment
mgm4455834.3,937,-21.75,64.11667,Iceland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-5-2008,sediment
mgm4455835.3,938,-93.81667,58.73333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,10-31-2007,sediment
mgm4455836.3,939,-111.57762,64.8702,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,6-21-2007,sediment
mgm4455837.3,940,-65.95,58.7,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-8-2008,sediment
mgm4455838.3,941,-84.45,75.65,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-7-2008,sediment
mgm4455839.3,942,20.85,69.06667,Iceland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-12-2008,sediment
mgm4455840.3,943,-149.71667,68.63333,United States of America,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-14-2007,sediment
mgm4455841.3,944,-63.35,58.63333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-2-2007,sediment
mgm4455842.3,945,27.33333,69.78333,Norway,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-24-2008,sediment
mgm4455843.3,946,-21,74.5,Sweden,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-11-2008,sediment
mgm4455844.3,947,-111.21667,64.93333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-25-2008,sediment
mgm4455845.3,948,-111.5585,64.870316,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,6-24-2007,sediment
mgm4455846.3,949,-50.28333,67.1,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,9-1-2008,sediment
mgm4455847.3,950,-111.56667,64.86667,United States of America,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-25-2008,sediment
mgm4455848.3,951,-75.78333,78.88333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-8-2007,sediment
mgm4455849.3,952,-77.43333,55.16667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-31-2007,sediment
mgm4455850.3,953,18.66667,68.35,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-17-2008,sediment
mgm4455851.3,954,-69.56667,62.65,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-15-2008,sediment
mgm4455852.3,955,-20.06667,65.68333,United States of America,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-22-2008,sediment
mgm4455853.3,956,-75.78333,78.88333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-8-2007,sediment
mgm4455854.3,957,18.66667,68.35,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-17-2008,sediment
mgm4455855.3,958,18.66667,68.35,Sweden,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-17-2008,sediment
mgm4455856.3,959,-111.56667,64.86667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-25-2008,sediment
mgm4455857.3,960,-135.13333,60.56667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-8-2008,sediment
mgm4455858.3,961,-135,69.26667,Greenland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-18-2008,sediment
mgm4455859.3,962,-162.2,67.46667,Finland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-19-2008,sediment
mgm4455860.3,963,-111.56667,64.86667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-25-2008,sediment
mgm4455861.3,964,-69.56667,62.65,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-15-2008,sediment
mgm4455862.3,965,-107.76667,63.45,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-22-2008,sediment
mgm4455863.3,966,-69.56667,62.65,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-15-2008,sediment
mgm4455864.3,967,-149.71667,68.63333,United States of America,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-14-2007,sediment
mgm4455865.3,968,-104.75,69.18333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-27-2008,sediment
mgm4455866.3,969,-111.56365,64.87032,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,6-21-2007,sediment
mgm4455867.3,970,-84.6,75.68333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-4-2008,sediment
mgm4455868.3,971,-111.5792,64.86982,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,6-21-2007,sediment
mgm4455869.3,972,-81.05,54.2,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-2-2007,sediment
mgm4455870.3,973,-149.71667,68.63333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-14-2007,sediment
mgm4455871.3,974,-108.13333,64.16667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-23-2008,sediment
mgm4455872.3,975,-118.66667,69.23333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-20-2007,sediment
mgm4455873.3,976,-111.56667,64.86667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-25-2008,sediment
mgm4455874.3,977,-75.78333,78.88333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-8-2007,sediment
mgm4455875.3,978,16.03333,78.16667,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,7-12-2008,sediment
mgm4455876.3,979,-75.78333,78.88333,Canada,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,8-8-2007,sediment
mgm4455877.3,980,-148.36667,64.95,Greenland,chu_arctic_soils,Tundra communities and barren Arctic deserts,soil,soil,Amplicon,9-21-2008,sediment
mgm4455899.3,1002,-93.2,45.2,United States of America,eilers_soils,Temperate grasslands,soil,soil,Amplicon,,plant-associated
mgm4455900.3,1003,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455901.3,1004,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455902.3,1005,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455903.3,1006,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455904.3,1007,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455905.3,1008,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455906.3,1009,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455907.3,1010,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455908.3,1011,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455909.3,1012,-93.2,45.2,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455910.3,1013,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455911.3,1014,-93.2,45.2,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455912.3,1015,-93.2,45.2,United States of America,eilers_soils,"Temperate grasslands, soil",soil,soil,Amplicon,,soil
mgm4455913.3,1016,-93.2,45.4,United States of America,eilers_soils,"Temperate grasslands, soil",soil,soil,Amplicon,,soil
mgm4455914.3,1017,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455915.3,1018,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455916.3,1019,-93.2,45.2,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455917.3,1020,-93.2,45.2,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455918.3,1021,-93.2,45.2,United States of America,eilers_soils,"Temperate grasslands, soil",soil,soil,Amplicon,,soil
mgm4455919.3,1022,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455920.3,1023,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455921.3,1024,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455922.3,1025,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455923.3,1026,-93.2,45.2,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455924.3,1027,-93.2,45.2,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455925.3,1028,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455926.3,1029,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455927.3,1030,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455928.3,1031,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455929.3,1032,-93.2,45.2,United States of America,eilers_soils,Temperate grasslands,soil,soil,Amplicon,,plant-associated
mgm4455930.3,1033,-93.2,45.2,United States of America,eilers_soils,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455931.3,1034,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455932.3,1035,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455933.3,1036,-93.2,45.2,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455934.3,1037,-93.2,45.2,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455935.3,1038,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455936.3,1039,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455937.3,1040,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455938.3,1041,-93.2,45.2,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455939.3,1042,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455940.3,1043,-93.2,45.4,United States of America,eilers_soils,"Temperate broadleaf and mixed forest biome, soil",soil,soil,Amplicon,,soil
mgm4455941.3,1044,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455942.3,1045,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455943.3,1046,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455944.3,1047,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455945.3,1048,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate grasslands",soil,soil,Amplicon,,soil
mgm4455946.3,1049,-93.2,45.4,United States of America,eilers_soils,"soil, Temperate coniferous forest biome",soil,soil,Amplicon,,soil
mgm4455947.3,1050,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455948.3,1051,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455949.3,1052,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455950.3,1053,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455951.3,1054,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455952.3,1055,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455953.3,1056,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455954.3,1057,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455955.3,1058,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455956.3,1059,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455957.3,1060,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4455958.3,1061,-81.67344,34.62819,United States of America,ramirez_voc,Temperate coniferous forest biome,soil,soil,Amplicon,,plant-associated
mgm4456641.3,1778,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456642.3,1779,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456643.3,1780,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456644.3,1781,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456645.3,1782,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456646.3,1783,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456647.3,1784,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456648.3,1785,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456649.3,1786,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456650.3,1787,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
mgm4456651.3,1788,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456652.3,1789,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Apr,soil
mgm4456653.3,1790,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Oct,soil
mgm4456654.3,1791,-83.61667,8.71667,Costa Rica,nemergut_costa_rica_soils,Tropical humid forests,watershed,soil,Amplicon,8-Jun,soil
